hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,target
13,5,4,11,2011,330,26,47,26970.0
14,5,4,11,2011,330,26,47,26531.0
15,5,4,11,2011,330,26,47,26281.0
16,5,4,11,2011,330,26,47,26414.0
17,5,4,11,2011,330,26,47,27952.0
18,5,4,11,2011,330,26,47,30244.0
19,5,4,11,2011,330,26,47,30285.0
20,5,4,11,2011,330,26,47,29802.0
21,5,4,11,2011,330,26,47,29240.0
22,5,4,11,2011,330,26,47,28305.0
23,5,4,11,2011,330,26,47,26898.0
0,6,4,11,2011,331,27,47,25247.0
1,4,4,11,2011,329,25,47,23710.0
2,4,4,11,2011,329,25,47,23033.0
3,4,4,11,2011,329,25,47,22827.0
4,4,4,11,2011,329,25,47,22893.0
5,4,4,11,2011,329,25,47,23493.0
6,4,4,11,2011,329,25,47,24758.0
7,4,4,11,2011,329,25,47,26368.0
8,4,4,11,2011,329,25,47,27158.0
9,4,4,11,2011,329,25,47,27700.0
10,4,4,11,2011,329,25,47,27871.0
11,4,4,11,2011,329,25,47,27838.0
12,4,4,11,2011,329,25,47,27653.0
13,4,4,11,2011,329,25,47,27238.0
14,4,4,11,2011,329,25,47,26939.0
15,4,4,11,2011,329,25,47,26702.0
16,4,4,11,2011,329,25,47,26746.0
17,4,4,11,2011,329,25,47,27896.0
18,4,4,11,2011,329,25,47,30577.0
19,4,4,11,2011,329,25,47,30572.0
20,4,4,11,2011,329,25,47,29995.0
21,4,4,11,2011,329,25,47,29410.0
22,4,4,11,2011,329,25,47,28423.0
23,4,4,11,2011,329,25,47,27022.0
0,5,4,11,2011,330,26,47,25418.0
1,3,4,11,2011,328,24,47,25587.0
2,3,4,11,2011,328,24,47,24566.0
3,3,4,11,2011,328,24,47,23979.0
4,3,4,11,2011,328,24,47,23857.0
5,3,4,11,2011,328,24,47,24190.0
6,3,4,11,2011,328,24,47,25116.0
7,3,4,11,2011,328,24,47,26367.0
8,3,4,11,2011,328,24,47,27269.0
9,3,4,11,2011,328,24,47,28213.0
10,3,4,11,2011,328,24,47,28825.0
11,3,4,11,2011,328,24,47,29162.0
12,3,4,11,2011,328,24,47,29097.0
13,3,4,11,2011,328,24,47,28414.0
14,3,4,11,2011,328,24,47,27406.0
15,3,4,11,2011,328,24,47,26356.0
16,3,4,11,2011,328,24,47,25737.0
17,3,4,11,2011,328,24,47,25867.0
18,3,4,11,2011,328,24,47,27298.0
19,3,4,11,2011,328,24,47,27179.0
20,3,4,11,2011,328,24,47,27087.0
21,3,4,11,2011,328,24,47,27101.0
22,3,4,11,2011,328,24,47,26720.0
23,3,4,11,2011,328,24,47,25924.0
0,4,4,11,2011,329,25,47,24797.0
1,2,4,11,2011,327,23,47,24997.0
2,2,4,11,2011,327,23,47,23887.0
3,2,4,11,2011,327,23,47,23232.0
4,2,4,11,2011,327,23,47,23025.0
5,2,4,11,2011,327,23,47,23459.0
6,2,4,11,2011,327,23,47,25138.0
7,2,4,11,2011,327,23,47,28277.0
8,2,4,11,2011,327,23,47,30301.0
9,2,4,11,2011,327,23,47,31226.0
10,2,4,11,2011,327,23,47,31818.0
11,2,4,11,2011,327,23,47,32121.0
12,2,4,11,2011,327,23,47,32126.0
13,2,4,11,2011,327,23,47,31808.0
14,2,4,11,2011,327,23,47,31734.0
15,2,4,11,2011,327,23,47,31611.0
16,2,4,11,2011,327,23,47,31816.0
17,2,4,11,2011,327,23,47,33113.0
18,2,4,11,2011,327,23,47,34758.0
19,2,4,11,2011,327,23,47,34397.0
20,2,4,11,2011,327,23,47,33705.0
21,2,4,11,2011,327,23,47,32797.0
22,2,4,11,2011,327,23,47,31435.0
23,2,4,11,2011,327,23,47,29498.0
0,3,4,11,2011,328,24,47,27367.0
1,1,4,11,2011,326,22,47,24408.0
2,1,4,11,2011,326,22,47,23443.0
3,1,4,11,2011,326,22,47,23006.0
4,1,4,11,2011,326,22,47,22956.0
5,1,4,11,2011,326,22,47,23575.0
6,1,4,11,2011,326,22,47,25677.0
7,1,4,11,2011,326,22,47,29351.0
8,1,4,11,2011,326,22,47,31432.0
9,1,4,11,2011,326,22,47,32014.0
10,1,4,11,2011,326,22,47,32386.0
11,1,4,11,2011,326,22,47,32733.0
12,1,4,11,2011,326,22,47,32754.0
13,1,4,11,2011,326,22,47,32712.0
14,1,4,11,2011,326,22,47,32794.0
15,1,4,11,2011,326,22,47,32740.0
16,1,4,11,2011,326,22,47,33059.0
17,1,4,11,2011,326,22,47,34447.0
18,1,4,11,2011,326,22,47,35641.0
19,1,4,11,2011,326,22,47,35243.0
20,1,4,11,2011,326,22,47,34591.0
21,1,4,11,2011,326,22,47,33495.0
22,1,4,11,2011,326,22,47,31723.0
23,1,4,11,2011,326,22,47,29349.0
0,2,4,11,2011,327,23,47,26808.0
1,0,4,11,2011,325,21,47,22930.0
2,0,4,11,2011,325,21,47,22009.0
3,0,4,11,2011,325,21,47,21642.0
4,0,4,11,2011,325,21,47,21594.0
5,0,4,11,2011,325,21,47,22342.0
6,0,4,11,2011,325,21,47,24469.0
7,0,4,11,2011,325,21,47,28145.0
8,0,4,11,2011,325,21,47,30046.0
9,0,4,11,2011,325,21,47,30614.0
10,0,4,11,2011,325,21,47,30943.0
11,0,4,11,2011,325,21,47,31084.0
12,0,4,11,2011,325,21,47,31105.0
13,0,4,11,2011,325,21,47,31064.0
14,0,4,11,2011,325,21,47,31007.0
15,0,4,11,2011,325,21,47,30978.0
16,0,4,11,2011,325,21,47,31432.0
17,0,4,11,2011,325,21,47,32961.0
18,0,4,11,2011,325,21,47,34559.0
19,0,4,11,2011,325,21,47,34381.0
20,0,4,11,2011,325,21,47,33744.0
21,0,4,11,2011,325,21,47,32709.0
22,0,4,11,2011,325,21,47,30993.0
23,0,4,11,2011,325,21,47,28542.0
0,1,4,11,2011,326,22,47,26108.0
1,6,4,11,2011,324,20,46,24831.0
2,6,4,11,2011,324,20,46,23618.0
3,6,4,11,2011,324,20,46,23072.0
4,6,4,11,2011,324,20,46,22717.0
5,6,4,11,2011,324,20,46,22761.0
6,6,4,11,2011,324,20,46,23259.0
7,6,4,11,2011,324,20,46,24149.0
8,6,4,11,2011,324,20,46,24884.0
9,6,4,11,2011,324,20,46,26157.0
10,6,4,11,2011,324,20,46,26691.0
11,6,4,11,2011,324,20,46,26889.0
12,6,4,11,2011,324,20,46,26868.0
13,6,4,11,2011,324,20,46,26716.0
14,6,4,11,2011,324,20,46,26634.0
15,6,4,11,2011,324,20,46,26608.0
16,6,4,11,2011,324,20,46,26933.0
17,6,4,11,2011,324,20,46,28524.0
18,6,4,11,2011,324,20,46,30969.0
19,6,4,11,2011,324,20,46,30980.0
20,6,4,11,2011,324,20,46,30478.0
21,6,4,11,2011,324,20,46,29683.0
22,6,4,11,2011,324,20,46,28200.0
23,6,4,11,2011,324,20,46,26282.0
0,0,4,11,2011,325,21,47,24398.0
1,5,4,11,2011,323,19,46,27750.0
2,5,4,11,2011,323,19,46,26830.0
3,5,4,11,2011,323,19,46,26300.0
4,5,4,11,2011,323,19,46,26177.0
5,5,4,11,2011,323,19,46,26428.0
6,5,4,11,2011,323,19,46,27378.0
7,5,4,11,2011,323,19,46,28697.0
8,5,4,11,2011,323,19,46,29700.0
9,5,4,11,2011,323,19,46,30601.0
10,5,4,11,2011,323,19,46,30640.0
11,5,4,11,2011,323,19,46,30138.0
12,5,4,11,2011,323,19,46,29479.0
13,5,4,11,2011,323,19,46,28808.0
14,5,4,11,2011,323,19,46,28143.0
15,5,4,11,2011,323,19,46,27711.0
16,5,4,11,2011,323,19,46,27857.0
17,5,4,11,2011,323,19,46,29199.0
18,5,4,11,2011,323,19,46,31833.0
19,5,4,11,2011,323,19,46,31964.0
20,5,4,11,2011,323,19,46,31474.0
21,5,4,11,2011,323,19,46,30815.0
22,5,4,11,2011,323,19,46,29694.0
23,5,4,11,2011,323,19,46,28047.0
0,6,4,11,2011,324,20,46,26322.0
1,4,4,11,2011,322,18,46,27210.0
2,4,4,11,2011,322,18,46,26370.0
3,4,4,11,2011,322,18,46,26011.0
4,4,4,11,2011,322,18,46,26128.0
5,4,4,11,2011,322,18,46,26997.0
6,4,4,11,2011,322,18,46,29334.0
7,4,4,11,2011,322,18,46,33056.0
8,4,4,11,2011,322,18,46,34365.0
9,4,4,11,2011,322,18,46,34021.0
10,4,4,11,2011,322,18,46,33546.0
11,4,4,11,2011,322,18,46,33202.0
12,4,4,11,2011,322,18,46,32624.0
13,4,4,11,2011,322,18,46,31948.0
14,4,4,11,2011,322,18,46,31522.0
15,4,4,11,2011,322,18,46,31135.0
16,4,4,11,2011,322,18,46,31260.0
17,4,4,11,2011,322,18,46,32613.0
18,4,4,11,2011,322,18,46,35458.0
19,4,4,11,2011,322,18,46,35477.0
20,4,4,11,2011,322,18,46,35013.0
21,4,4,11,2011,322,18,46,34375.0
22,4,4,11,2011,322,18,46,33134.0
23,4,4,11,2011,322,18,46,31334.0
0,5,4,11,2011,323,19,46,29388.0
1,3,4,11,2011,321,17,46,23813.0
2,3,4,11,2011,321,17,46,22857.0
3,3,4,11,2011,321,17,46,22414.0
4,3,4,11,2011,321,17,46,22389.0
5,3,4,11,2011,321,17,46,23047.0
6,3,4,11,2011,321,17,46,25321.0
7,3,4,11,2011,321,17,46,29160.0
8,3,4,11,2011,321,17,46,31178.0
9,3,4,11,2011,321,17,46,31764.0
10,3,4,11,2011,321,17,46,31985.0
11,3,4,11,2011,321,17,46,32545.0
12,3,4,11,2011,321,17,46,32740.0
13,3,4,11,2011,321,17,46,32710.0
14,3,4,11,2011,321,17,46,32682.0
15,3,4,11,2011,321,17,46,32431.0
16,3,4,11,2011,321,17,46,32538.0
17,3,4,11,2011,321,17,46,33782.0
18,3,4,11,2011,321,17,46,36236.0
19,3,4,11,2011,321,17,46,36317.0
20,3,4,11,2011,321,17,46,35763.0
21,3,4,11,2011,321,17,46,35027.0
22,3,4,11,2011,321,17,46,33477.0
23,3,4,11,2011,321,17,46,31088.0
0,4,4,11,2011,322,18,46,28811.0
1,2,4,11,2011,320,16,46,23289.0
2,2,4,11,2011,320,16,46,22346.0
3,2,4,11,2011,320,16,46,21896.0
4,2,4,11,2011,320,16,46,21786.0
5,2,4,11,2011,320,16,46,22259.0
6,2,4,11,2011,320,16,46,24330.0
7,2,4,11,2011,320,16,46,28046.0
8,2,4,11,2011,320,16,46,30051.0
9,2,4,11,2011,320,16,46,30662.0
10,2,4,11,2011,320,16,46,31025.0
11,2,4,11,2011,320,16,46,31419.0
12,2,4,11,2011,320,16,46,31588.0
13,2,4,11,2011,320,16,46,31551.0
14,2,4,11,2011,320,16,46,31568.0
15,2,4,11,2011,320,16,46,31452.0
16,2,4,11,2011,320,16,46,31653.0
17,2,4,11,2011,320,16,46,32864.0
18,2,4,11,2011,320,16,46,34299.0
19,2,4,11,2011,320,16,46,34029.0
20,2,4,11,2011,320,16,46,33184.0
21,2,4,11,2011,320,16,46,32150.0
22,2,4,11,2011,320,16,46,30326.0
23,2,4,11,2011,320,16,46,27922.0
0,3,4,11,2011,321,17,46,25510.0
1,1,4,11,2011,319,15,46,23280.0
2,1,4,11,2011,319,15,46,22352.0
3,1,4,11,2011,319,15,46,21751.0
4,1,4,11,2011,319,15,46,21652.0
5,1,4,11,2011,319,15,46,22133.0
6,1,4,11,2011,319,15,46,24113.0
7,1,4,11,2011,319,15,46,27836.0
8,1,4,11,2011,319,15,46,29769.0
9,1,4,11,2011,319,15,46,30351.0
10,1,4,11,2011,319,15,46,30721.0
11,1,4,11,2011,319,15,46,31021.0
12,1,4,11,2011,319,15,46,31089.0
13,1,4,11,2011,319,15,46,30993.0
14,1,4,11,2011,319,15,46,30961.0
15,1,4,11,2011,319,15,46,30762.0
16,1,4,11,2011,319,15,46,30800.0
17,1,4,11,2011,319,15,46,32117.0
18,1,4,11,2011,319,15,46,33920.0
19,1,4,11,2011,319,15,46,33572.0
20,1,4,11,2011,319,15,46,32860.0
21,1,4,11,2011,319,15,46,31803.0
22,1,4,11,2011,319,15,46,29926.0
23,1,4,11,2011,319,15,46,27482.0
0,2,4,11,2011,320,16,46,25044.0
1,0,4,11,2011,318,14,46,23264.0
2,0,4,11,2011,318,14,46,22448.0
3,0,4,11,2011,318,14,46,22147.0
4,0,4,11,2011,318,14,46,22116.0
5,0,4,11,2011,318,14,46,22906.0
6,0,4,11,2011,318,14,46,25029.0
7,0,4,11,2011,318,14,46,28610.0
8,0,4,11,2011,318,14,46,30296.0
9,0,4,11,2011,318,14,46,30517.0
10,0,4,11,2011,318,14,46,30558.0
11,0,4,11,2011,318,14,46,30724.0
12,0,4,11,2011,318,14,46,30655.0
13,0,4,11,2011,318,14,46,30529.0
14,0,4,11,2011,318,14,46,30637.0
15,0,4,11,2011,318,14,46,30498.0
16,0,4,11,2011,318,14,46,30473.0
17,0,4,11,2011,318,14,46,31398.0
18,0,4,11,2011,318,14,46,33773.0
19,0,4,11,2011,318,14,46,33589.0
20,0,4,11,2011,318,14,46,32835.0
21,0,4,11,2011,318,14,46,31820.0
22,0,4,11,2011,318,14,46,29788.0
23,0,4,11,2011,318,14,46,27383.0
0,1,4,11,2011,319,15,46,25017.0
1,6,4,11,2011,317,13,45,24281.0
2,6,4,11,2011,317,13,45,23449.0
3,6,4,11,2011,317,13,45,23028.0
4,6,4,11,2011,317,13,45,22852.0
5,6,4,11,2011,317,13,45,23089.0
6,6,4,11,2011,317,13,45,23701.0
7,6,4,11,2011,317,13,45,24673.0
8,6,4,11,2011,317,13,45,25589.0
9,6,4,11,2011,317,13,45,26723.0
10,6,4,11,2011,317,13,45,27225.0
11,6,4,11,2011,317,13,45,27141.0
12,6,4,11,2011,317,13,45,27059.0
13,6,4,11,2011,317,13,45,26978.0
14,6,4,11,2011,317,13,45,26716.0
15,6,4,11,2011,317,13,45,26623.0
16,6,4,11,2011,317,13,45,26975.0
17,6,4,11,2011,317,13,45,28500.0
18,6,4,11,2011,317,13,45,31032.0
19,6,4,11,2011,317,13,45,31257.0
20,6,4,11,2011,317,13,45,30745.0
21,6,4,11,2011,317,13,45,30075.0
22,6,4,11,2011,317,13,45,28492.0
23,6,4,11,2011,317,13,45,26538.0
0,0,4,11,2011,318,14,46,24575.0
1,5,4,11,2011,316,12,45,26524.0
2,5,4,11,2011,316,12,45,25674.0
3,5,4,11,2011,316,12,45,25276.0
4,5,4,11,2011,316,12,45,25223.0
5,5,4,11,2011,316,12,45,25614.0
6,5,4,11,2011,316,12,45,26550.0
7,5,4,11,2011,316,12,45,27795.0
8,5,4,11,2011,316,12,45,28804.0
9,5,4,11,2011,316,12,45,29620.0
10,5,4,11,2011,316,12,45,29671.0
11,5,4,11,2011,316,12,45,29286.0
12,5,4,11,2011,316,12,45,28701.0
13,5,4,11,2011,316,12,45,27978.0
14,5,4,11,2011,316,12,45,27278.0
15,5,4,11,2011,316,12,45,26806.0
16,5,4,11,2011,316,12,45,26791.0
17,5,4,11,2011,316,12,45,27908.0
18,5,4,11,2011,316,12,45,30601.0
19,5,4,11,2011,316,12,45,30737.0
20,5,4,11,2011,316,12,45,30247.0
21,5,4,11,2011,316,12,45,29607.0
22,5,4,11,2011,316,12,45,28621.0
23,5,4,11,2011,316,12,45,27179.0
0,6,4,11,2011,317,13,45,25529.0
1,4,4,11,2011,315,11,45,24995.0
2,4,4,11,2011,315,11,45,24226.0
3,4,4,11,2011,315,11,45,23905.0
4,4,4,11,2011,315,11,45,23937.0
5,4,4,11,2011,315,11,45,24607.0
6,4,4,11,2011,315,11,45,26628.0
7,4,4,11,2011,315,11,45,29677.0
8,4,4,11,2011,315,11,45,31237.0
9,4,4,11,2011,315,11,45,31837.0
10,4,4,11,2011,315,11,45,31971.0
11,4,4,11,2011,315,11,45,32035.0
12,4,4,11,2011,315,11,45,31943.0
13,4,4,11,2011,315,11,45,31693.0
14,4,4,11,2011,315,11,45,31505.0
15,4,4,11,2011,315,11,45,31189.0
16,4,4,11,2011,315,11,45,31216.0
17,4,4,11,2011,315,11,45,32261.0
18,4,4,11,2011,315,11,45,34687.0
19,4,4,11,2011,315,11,45,34460.0
20,4,4,11,2011,315,11,45,33672.0
21,4,4,11,2011,315,11,45,32873.0
22,4,4,11,2011,315,11,45,31618.0
23,4,4,11,2011,315,11,45,29841.0
0,5,4,11,2011,316,12,45,27980.0
1,3,4,11,2011,314,10,45,23736.0
2,3,4,11,2011,314,10,45,22814.0
3,3,4,11,2011,314,10,45,22408.0
4,3,4,11,2011,314,10,45,22247.0
5,3,4,11,2011,314,10,45,22875.0
6,3,4,11,2011,314,10,45,24888.0
7,3,4,11,2011,314,10,45,28221.0
8,3,4,11,2011,314,10,45,29862.0
9,3,4,11,2011,314,10,45,30563.0
10,3,4,11,2011,314,10,45,30945.0
11,3,4,11,2011,314,10,45,31258.0
12,3,4,11,2011,314,10,45,31273.0
13,3,4,11,2011,314,10,45,31242.0
14,3,4,11,2011,314,10,45,31288.0
15,3,4,11,2011,314,10,45,31221.0
16,3,4,11,2011,314,10,45,31365.0
17,3,4,11,2011,314,10,45,32457.0
18,3,4,11,2011,314,10,45,34197.0
19,3,4,11,2011,314,10,45,33915.0
20,3,4,11,2011,314,10,45,33341.0
21,3,4,11,2011,314,10,45,32444.0
22,3,4,11,2011,314,10,45,30860.0
23,3,4,11,2011,314,10,45,28637.0
0,4,4,11,2011,315,11,45,26460.0
1,2,4,11,2011,313,9,45,23816.0
2,2,4,11,2011,313,9,45,23157.0
3,2,4,11,2011,313,9,45,22958.0
4,2,4,11,2011,313,9,45,23013.0
5,2,4,11,2011,313,9,45,23957.0
6,2,4,11,2011,313,9,45,26326.0
7,2,4,11,2011,313,9,45,29960.0
8,2,4,11,2011,313,9,45,31423.0
9,2,4,11,2011,313,9,45,31281.0
10,2,4,11,2011,313,9,45,30954.0
11,2,4,11,2011,313,9,45,30911.0
12,2,4,11,2011,313,9,45,30606.0
13,2,4,11,2011,313,9,45,30347.0
14,2,4,11,2011,313,9,45,30345.0
15,2,4,11,2011,313,9,45,30133.0
16,2,4,11,2011,313,9,45,30133.0
17,2,4,11,2011,313,9,45,30880.0
18,2,4,11,2011,313,9,45,33433.0
19,2,4,11,2011,313,9,45,33452.0
20,2,4,11,2011,313,9,45,32789.0
21,2,4,11,2011,313,9,45,31776.0
22,2,4,11,2011,313,9,45,30051.0
23,2,4,11,2011,313,9,45,27695.0
0,3,4,11,2011,314,10,45,25425.0
1,1,4,11,2011,312,8,45,24087.0
2,1,4,11,2011,312,8,45,23375.0
3,1,4,11,2011,312,8,45,23022.0
4,1,4,11,2011,312,8,45,23109.0
5,1,4,11,2011,312,8,45,23983.0
6,1,4,11,2011,312,8,45,26279.0
7,1,4,11,2011,312,8,45,29698.0
8,1,4,11,2011,312,8,45,31088.0
9,1,4,11,2011,312,8,45,30925.0
10,1,4,11,2011,312,8,45,30652.0
11,1,4,11,2011,312,8,45,30638.0
12,1,4,11,2011,312,8,45,30541.0
13,1,4,11,2011,312,8,45,30330.0
14,1,4,11,2011,312,8,45,30559.0
15,1,4,11,2011,312,8,45,30424.0
16,1,4,11,2011,312,8,45,30360.0
17,1,4,11,2011,312,8,45,30912.0
18,1,4,11,2011,312,8,45,33299.0
19,1,4,11,2011,312,8,45,33284.0
20,1,4,11,2011,312,8,45,32591.0
21,1,4,11,2011,312,8,45,31594.0
22,1,4,11,2011,312,8,45,29738.0
23,1,4,11,2011,312,8,45,27406.0
0,2,4,11,2011,313,9,45,25321.0
1,0,4,11,2011,311,7,45,24596.0
2,0,4,11,2011,311,7,45,24010.0
3,0,4,11,2011,311,7,45,23898.0
4,0,4,11,2011,311,7,45,24177.0
5,0,4,11,2011,311,7,45,25219.0
6,0,4,11,2011,311,7,45,27740.0
7,0,4,11,2011,311,7,45,31344.0
8,0,4,11,2011,311,7,45,32730.0
9,0,4,11,2011,311,7,45,32565.0
10,0,4,11,2011,311,7,45,32105.0
11,0,4,11,2011,311,7,45,31716.0
12,0,4,11,2011,311,7,45,31315.0
13,0,4,11,2011,311,7,45,30985.0
14,0,4,11,2011,311,7,45,30690.0
15,0,4,11,2011,311,7,45,30388.0
16,0,4,11,2011,311,7,45,30480.0
17,0,4,11,2011,311,7,45,31088.0
18,0,4,11,2011,311,7,45,33643.0
19,0,4,11,2011,311,7,45,33783.0
20,0,4,11,2011,311,7,45,33173.0
21,0,4,11,2011,311,7,45,32144.0
22,0,4,11,2011,311,7,45,30356.0
23,0,4,11,2011,311,7,45,28026.0
0,1,4,11,2011,312,8,45,26018.0
1,6,4,11,2011,310,6,44,25949.0
3,6,4,11,2011,310,6,44,23899.0
4,6,4,11,2011,310,6,44,24637.0
5,6,4,11,2011,310,6,44,24927.0
6,6,4,11,2011,310,6,44,25472.0
7,6,4,11,2011,310,6,44,26776.0
8,6,4,11,2011,310,6,44,27919.0
9,6,4,11,2011,310,6,44,28929.0
10,6,4,11,2011,310,6,44,28880.0
11,6,4,11,2011,310,6,44,28188.0
12,6,4,11,2011,310,6,44,27556.0
13,6,4,11,2011,310,6,44,26953.0
14,6,4,11,2011,310,6,44,26520.0
15,6,4,11,2011,310,6,44,26378.0
16,6,4,11,2011,310,6,44,26763.0
17,6,4,11,2011,310,6,44,27901.0
18,6,4,11,2011,310,6,44,30462.0
19,6,4,11,2011,310,6,44,31582.0
20,6,4,11,2011,310,6,44,31449.0
21,6,4,11,2011,310,6,44,30434.0
22,6,4,11,2011,310,6,44,29099.0
23,6,4,11,2011,310,6,44,27468.0
0,0,4,11,2011,311,7,45,25604.0
1,5,4,11,2011,309,5,44,25591.0
2,5,4,11,2011,309,5,44,24491.0
3,5,4,11,2011,309,5,44,24040.0
4,5,4,11,2011,309,5,44,23874.0
5,5,4,11,2011,309,5,44,24230.0
6,5,4,11,2011,309,5,44,25100.0
7,5,4,11,2011,309,5,44,26755.0
8,5,4,11,2011,309,5,44,28394.0
9,5,4,11,2011,309,5,44,29518.0
10,5,4,11,2011,309,5,44,30062.0
11,5,4,11,2011,309,5,44,30006.0
12,5,4,11,2011,309,5,44,29385.0
13,5,4,11,2011,309,5,44,28508.0
14,5,4,11,2011,309,5,44,27726.0
15,5,4,11,2011,309,5,44,27135.0
16,5,4,11,2011,309,5,44,26857.0
17,5,4,11,2011,309,5,44,27178.0
18,5,4,11,2011,309,5,44,28161.0
19,5,4,11,2011,309,5,44,30497.0
20,5,4,11,2011,309,5,44,30886.0
21,5,4,11,2011,309,5,44,30630.0
22,5,4,11,2011,309,5,44,29942.0
23,5,4,11,2011,309,5,44,28758.0
0,6,4,11,2011,310,6,44,27274.0
1,4,4,11,2011,308,4,44,24513.0
2,4,4,11,2011,308,4,44,23633.0
3,4,4,11,2011,308,4,44,23148.0
4,4,4,11,2011,308,4,44,23056.0
5,4,4,11,2011,308,4,44,23631.0
6,4,4,11,2011,308,4,44,25517.0
7,4,4,11,2011,308,4,44,29172.0
8,4,4,11,2011,308,4,44,31525.0
9,4,4,11,2011,308,4,44,31718.0
10,4,4,11,2011,308,4,44,31769.0
11,4,4,11,2011,308,4,44,31821.0
12,4,4,11,2011,308,4,44,31425.0
13,4,4,11,2011,308,4,44,30795.0
14,4,4,11,2011,308,4,44,30440.0
15,4,4,11,2011,308,4,44,30015.0
16,4,4,11,2011,308,4,44,29708.0
17,4,4,11,2011,308,4,44,29903.0
18,4,4,11,2011,308,4,44,30591.0
19,4,4,11,2011,308,4,44,32480.0
20,4,4,11,2011,308,4,44,32490.0
21,4,4,11,2011,308,4,44,31811.0
22,4,4,11,2011,308,4,44,30768.0
23,4,4,11,2011,308,4,44,29058.0
0,5,4,11,2011,309,5,44,27147.0
1,3,4,11,2011,307,3,44,25057.0
2,3,4,11,2011,307,3,44,24186.0
3,3,4,11,2011,307,3,44,23858.0
4,3,4,11,2011,307,3,44,23897.0
5,3,4,11,2011,307,3,44,24602.0
6,3,4,11,2011,307,3,44,26868.0
7,3,4,11,2011,307,3,44,30812.0
8,3,4,11,2011,307,3,44,32957.0
9,3,4,11,2011,307,3,44,32716.0
10,3,4,11,2011,307,3,44,32188.0
11,3,4,11,2011,307,3,44,31786.0
12,3,4,11,2011,307,3,44,31332.0
13,3,4,11,2011,307,3,44,30969.0
14,3,4,11,2011,307,3,44,30673.0
15,3,4,11,2011,307,3,44,30317.0
16,3,4,11,2011,307,3,44,30162.0
17,3,4,11,2011,307,3,44,30254.0
18,3,4,11,2011,307,3,44,30823.0
19,3,4,11,2011,307,3,44,32818.0
20,3,4,11,2011,307,3,44,33048.0
21,3,4,11,2011,307,3,44,32311.0
22,3,4,11,2011,307,3,44,30830.0
23,3,4,11,2011,307,3,44,28461.0
0,4,4,11,2011,308,4,44,26248.0
1,2,4,11,2011,306,2,44,25356.0
2,2,4,11,2011,306,2,44,24611.0
3,2,4,11,2011,306,2,44,24337.0
4,2,4,11,2011,306,2,44,24428.0
5,2,4,11,2011,306,2,44,25295.0
6,2,4,11,2011,306,2,44,27659.0
7,2,4,11,2011,306,2,44,31651.0
8,2,4,11,2011,306,2,44,33878.0
9,2,4,11,2011,306,2,44,33557.0
10,2,4,11,2011,306,2,44,32838.0
11,2,4,11,2011,306,2,44,32218.0
12,2,4,11,2011,306,2,44,31565.0
13,2,4,11,2011,306,2,44,31079.0
14,2,4,11,2011,306,2,44,30890.0
15,2,4,11,2011,306,2,44,30425.0
16,2,4,11,2011,306,2,44,30138.0
17,2,4,11,2011,306,2,44,30337.0
18,2,4,11,2011,306,2,44,31050.0
19,2,4,11,2011,306,2,44,33076.0
20,2,4,11,2011,306,2,44,33379.0
21,2,4,11,2011,306,2,44,32727.0
22,2,4,11,2011,306,2,44,31207.0
23,2,4,11,2011,306,2,44,28898.0
0,3,4,11,2011,307,3,44,26694.0
1,1,4,11,2011,305,1,44,25137.0
2,1,4,11,2011,305,1,44,24306.0
3,1,4,11,2011,305,1,44,23887.0
4,1,4,11,2011,305,1,44,23788.0
5,1,4,11,2011,305,1,44,24483.0
6,1,4,11,2011,305,1,44,26493.0
7,1,4,11,2011,305,1,44,30200.0
8,1,4,11,2011,305,1,44,32351.0
9,1,4,11,2011,305,1,44,32102.0
10,1,4,11,2011,305,1,44,31748.0
11,1,4,11,2011,305,1,44,31478.0
12,1,4,11,2011,305,1,44,31031.0
13,1,4,11,2011,305,1,44,30684.0
14,1,4,11,2011,305,1,44,30388.0
15,1,4,11,2011,305,1,44,30072.0
16,1,4,11,2011,305,1,44,29857.0
17,1,4,11,2011,305,1,44,30056.0
18,1,4,11,2011,305,1,44,30828.0
19,1,4,11,2011,305,1,44,32973.0
20,1,4,11,2011,305,1,44,33457.0
21,1,4,11,2011,305,1,44,32757.0
22,1,4,11,2011,305,1,44,31346.0
23,1,4,11,2011,305,1,44,29020.0
0,2,4,11,2011,306,2,44,26851.0
1,0,4,10,2011,304,31,44,25384.0
2,0,4,10,2011,304,31,44,24746.0
3,0,4,10,2011,304,31,44,24614.0
4,0,4,10,2011,304,31,44,24730.0
5,0,4,10,2011,304,31,44,25640.0
6,0,4,10,2011,304,31,44,27923.0
7,0,4,10,2011,304,31,44,31655.0
8,0,4,10,2011,304,31,44,33903.0
9,0,4,10,2011,304,31,44,33902.0
10,0,4,10,2011,304,31,44,33490.0
11,0,4,10,2011,304,31,44,32939.0
12,0,4,10,2011,304,31,44,32253.0
13,0,4,10,2011,304,31,44,31663.0
14,0,4,10,2011,304,31,44,31194.0
15,0,4,10,2011,304,31,44,30842.0
16,0,4,10,2011,304,31,44,30737.0
17,0,4,10,2011,304,31,44,30991.0
18,0,4,10,2011,304,31,44,31563.0
19,0,4,10,2011,304,31,44,32849.0
20,0,4,10,2011,304,31,44,32784.0
21,0,4,10,2011,304,31,44,32535.0
22,0,4,10,2011,304,31,44,31437.0
23,0,4,10,2011,304,31,44,29167.0
